ID,FECHA_x,AAAA_x,MM_x,DD_x,ROL,VICTIMA_x,SEXO,EDAD,N_VICTIMAS,HH,TIPO_DE_CALLE,COMUNA,NOMBRE_COMUNA,longitud,latitud,VICTIMA_y,ACUSADO,Grupo_Etario
2018-0080,2018-07-25,2018,7,25,PEATON,PEATON,1,26,1.0,22,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51232237,-34.65903530,PEATON,AUTO,Joven Adulto
2018-0081,2018-07-29,2018,7,29,PEATON,PEATON,1,35,1.0,6,AVENIDA,7,Flores y Parque Chacabuco.,-58.44744156,-34.64567171,PEATON,MULTIPLE,Adulto
2018-0082,2018-08-01,2018,8,1,CONDUCTOR,MOTO,0,17,1.0,15,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.49441273,-34.65869968,MOTO,CARGAS,Adolecente
2018-0083,2018-08-02,2018,8,2,CONDUCTOR,MOTO,1,42,1.0,5,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47976785,-34.69153196,MOTO,CARGAS,Adulto
2018-0084,2018-08-03,2018,8,3,PEATON,PEATON,1,45,1.0,7,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36523349,-34.62260331,PEATON,CARGAS,Adulto
2018-0085,2018-08-03,2018,8,3,PASAJERO_ACOMPAÑANTE,MOTO,0,22,2.0,18,AVENIDA,3,Balvanera y San Cristóbal.,-58.39118948,-34.62704273,MOTO,PASAJEROS,Joven Adulto
2018-0085,2018-08-03,2018,8,3,CONDUCTOR,MOTO,1,30,2.0,18,AVENIDA,3,Balvanera y San Cristóbal.,-58.39118948,-34.62704273,MOTO,PASAJEROS,Joven Adulto
2018-0086,2018-08-10,2018,8,10,PEATON,PEATON,1,40,1.0,21,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.49019551,-34.65015854,PEATON,PASAJEROS,Adulto
2018-0087,2018-08-15,2018,8,15,PEATON,PEATON,1,75,1.0,19,AVENIDA,5,Almagro y Boedo.,-58.41644362,-34.63023775,PEATON,PASAJEROS,Anciano
2018-0088,2018-08-17,2018,8,17,CONDUCTOR,MOTO,1,42,1.0,16,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.50073810,-34.54979510,MOTO,CARGAS,Adulto
2018-0089,2018-08-17,2018,8,17,PEATON,PEATON,1,80,1.0,17,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.39626094,-34.63036565,PEATON,PASAJEROS,Anciano
2018-0090,2018-08-18,2018,8,18,CONDUCTOR,MOTO,1,27,1.0,10,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.43284809,-34.67051543,MOTO,AUTO,Joven Adulto
2018-0091,2018-08-19,2018,8,19,PASAJERO_ACOMPAÑANTE,AUTO,0,23,1.0,18,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52280139,-34.63659934,AUTO,AUTO,Joven Adulto
2018-0092,2018-08-20,2018,8,20,CONDUCTOR,MOTO,1,23,1.0,8,AVENIDA,14,Palermo.,-58.42336930,-34.59774487,MOTO,AUTO,Joven Adulto
2018-0093,2018-08-20,2018,8,20,PEATON,PEATON,1,24,1.0,8,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38691681,-34.63105973,PEATON,PASAJEROS,Joven Adulto
2018-0094,2018-08-23,2018,8,23,CONDUCTOR,MOTO,1,32,1.0,5,CALLE,14,Palermo.,-58.41169020,-34.58579880,MOTO,PASAJEROS,Joven Adulto
2018-0095,2018-08-26,2018,8,26,PASAJERO_ACOMPAÑANTE,AUTO,0,49,1.0,0,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.46739825,-34.65117757,AUTO,AUTO,Adulto
2018-0096,2018-08-31,2018,8,31,PEATON,PEATON,1,39,1.0,22,AUTOPISTA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.44483258,-34.67152226,PEATON,AUTO,Adulto
2018-0097,2018-09-02,2018,9,2,CONDUCTOR,AUTO,0,35,1.0,10,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.43254025,-34.66128115,AUTO,OTRO,Adulto
2018-0098,2018-09-09,2018,9,9,CONDUCTOR,AUTO,1,55,2.0,5,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47199387,-34.69640164,AUTO,AUTO,Adulto Mayor
2018-0098,2018-09-09,2018,9,9,PASAJERO_ACOMPAÑANTE,AUTO,1,54,2.0,5,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47199387,-34.69640164,AUTO,AUTO,Adulto Mayor
2018-0099,2018-09-12,2018,9,12,PEATON,PEATON,1,18,1.0,14,AVENIDA,7,Flores y Parque Chacabuco.,-58.46411215,-34.62925068,PEATON,PASAJEROS,Joven Adulto
2018-0100,2018-09-20,2018,9,20,CONDUCTOR,MOTO,0,33,1.0,10,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36217754,-34.62367156,MOTO,AUTO,Joven Adulto
2018-0101,2018-09-21,2018,9,21,CONDUCTOR,AUTO,1,42,1.0,0,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.48098594,-34.54073130,AUTO,MULTIPLE,Adulto
2018-0102,2018-09-21,2018,9,21,CONDUCTOR,MOTO,1,20,1.0,0,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41083404,-34.64640709,MOTO,AUTO,Joven Adulto
2018-0103,2018-09-27,2018,9,27,PEATON,PEATON,1,1,1.0,17,AVENIDA,7,Flores y Parque Chacabuco.,-58.44609828,-34.64446729,PEATON,MOTO,Niño
2018-0104,2018-10-01,2018,10,1,CONDUCTOR,MOTO,1,22,1.0,8,AUTOPISTA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37709334,-34.64035082,MOTO,MOTO,Joven Adulto
2018-0105,2018-10-03,2018,10,3,PEATON,PEATON,0,56,1.0,18,AVENIDA,7,Flores y Parque Chacabuco.,-58.46963952,-34.63070603,PEATON,PASAJEROS,Adulto Mayor
2018-0106,2018-10-04,2018,10,4,CONDUCTOR,MOTO,1,27,1.0,22,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.43674281,-34.55161027,MOTO,MOTO,Joven Adulto
2018-0107,2018-10-06,2018,10,6,PEATON,PEATON,0,62,1.0,14,AVENIDA,3,Balvanera y San Cristóbal.,-58.40596860,-34.61011987,PEATON,PASAJEROS,Adulto Mayor
2018-0108,2018-10-09,2018,10,9,CONDUCTOR,MOTO,1,37,1.0,14,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36154069,-34.60463618,MOTO,AUTO,Adulto
2018-0109,2018-10-10,2018,10,10,PEATON,PEATON,1,34,1.0,22,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37062179,-34.60066507,PEATON,PASAJEROS,Joven Adulto
2018-0110,2018-10-13,2018,10,13,PEATON,PEATON,1,60,1.0,3,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.43220014,-34.60207186,PEATON,MOTO,Adulto Mayor
2018-0111,2018-10-19,2018,10,19,CONDUCTOR,MOTO,1,28,1.0,12,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.46958442,-34.64949724,MOTO,CARGAS,Joven Adulto
2018-0112,2018-10-24,2018,10,24,CONDUCTOR,MOTO,0,28,1.0,9,CALLE,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.44671397,-34.59970903,MOTO,CARGAS,Joven Adulto
2018-0113,2018-10-25,2018,10,25,CONDUCTOR,MOTO,1,20,1.0,11,CALLE,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.47152163,-34.61474911,MOTO,CARGAS,Joven Adulto
2018-0114,2018-10-30,2018,10,30,CONDUCTOR,MOTO,1,23,1.0,2,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.39032921,-34.61807951,MOTO,AUTO,Joven Adulto
2018-0115,2018-10-31,2018,10,31,PEATON,PEATON,1,42,1.0,12,CALLE,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52887773,-34.64297861,PEATON,PASAJEROS,Adulto
2018-0116,2018-11-01,2018,11,1,PEATON,PEATON,1,48,1.0,10,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.49371157,-34.67981324,PEATON,CARGAS,Adulto
2018-0117,2018-11-04,2018,11,4,CONDUCTOR,MOTO,1,30,1.0,8,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.48266599,-34.66012327,MOTO,MOTO,Joven Adulto
2018-0118,2018-11-05,2018,11,5,PEATON,PEATON,0,80,1.0,14,AVENIDA,3,Balvanera y San Cristóbal.,-58.40612253,-34.60774301,PEATON,MOTO,Anciano
2018-0119,2018-11-05,2018,11,5,PEATON,PEATON,0,32,1.0,22,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.43613623,-34.66292532,PEATON,CARGAS,Joven Adulto
2018-0120,2018-11-09,2018,11,9,PEATON,PEATON,0,51,1.0,13,AVENIDA,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.48250732,-34.57208238,PEATON,AUTO,Adulto Mayor
2018-0121,2018-11-09,2018,11,9,PEATON,PEATON,0,72,1.0,16,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.49945705,-34.63743280,PEATON,PASAJEROS,Anciano
2018-0122,2018-11-12,2018,11,12,CONDUCTOR,AUTO,1,33,1.0,1,AUTOPISTA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47743966,-34.67233407,AUTO,AUTO,Joven Adulto
2018-0123,2018-11-12,2018,11,12,CONDUCTOR,AUTO,1,25,1.0,3,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.50251790,-34.67450313,AUTO,CARGAS,Joven Adulto
2018-0124,2018-11-15,2018,11,15,CONDUCTOR,CARGAS,1,44,1.0,19,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52144411,-34.63682499,CARGAS,CARGAS,Adulto
2018-0125,2018-11-16,2018,11,16,PEATON,PEATON,1,29,1.0,21,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41650465,-34.65084045,PEATON,PASAJEROS,Joven Adulto
2018-0126,2018-11-18,2018,11,18,CONDUCTOR,MOTO,1,27,1.0,12,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52994219,-34.64055918,MOTO,AUTO,Joven Adulto
2018-0127,2018-11-19,2018,11,19,CONDUCTOR,MOTO,1,29,1.0,9,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.50993046,-34.56919739,MOTO,MOTO,Joven Adulto
2018-0128,2018-11-25,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,1,49,2.0,4,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52844623,-34.64592873,AUTO,PASAJEROS,Adulto
2018-0128,2018-11-25,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,0,39,2.0,4,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52844623,-34.64592873,AUTO,PASAJEROS,Adulto
2018-0129,2018-11-28,2018,11,28,CONDUCTOR,MOTO,1,37,1.0,4,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.45021367,-34.58695347,MOTO,PASAJEROS,Adulto
2018-0130,2018-12-03,2018,12,3,CONDUCTOR,MOTO,1,42,1.0,3,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.49022072,-34.62770192,MOTO,PASAJEROS,Adulto
2018-0131,2018-12-07,2018,12,7,CONDUCTOR,MOTO,1,29,1.0,19,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36860866,-34.60106568,MOTO,CARGAS,Joven Adulto
2018-0132,2018-12-12,2018,12,12,PEATON,PEATON,1,70,1.0,8,AUTOPISTA,2,Recoleta.,-58.39490504,-34.57241534,PEATON,CARGAS,Anciano
2018-0133,2018-12-12,2018,12,12,PEATON,PEATON,0,60,1.0,14,AVENIDA,7,Flores y Parque Chacabuco.,-58.46963952,-34.63070603,PEATON,CARGAS,Adulto Mayor
2018-0134,2018-12-12,2018,12,12,PEATON,PEATON,1,56,1.0,21,AVENIDA,7,Flores y Parque Chacabuco.,-58.42349365,-34.64019887,PEATON,MOTO,Adulto Mayor
2018-0135,2018-12-18,2018,12,18,PEATON,PEATON,1,80,1.0,14,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37471802,-34.61265002,PEATON,PASAJEROS,Anciano
2018-0136,2018-12-18,2018,12,18,PEATON,PEATON,0,70,1.0,15,AVENIDA,7,Flores y Parque Chacabuco.,-58.46438789,-34.62913916,PEATON,PASAJEROS,Anciano
2018-0137,2018-12-18,2018,12,18,PASAJERO_ACOMPAÑANTE,MOTO,1,29,1.0,20,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38481975,-34.61100424,MOTO,PASAJEROS,Joven Adulto
2018-0138,2018-12-21,2018,12,21,PASAJERO_ACOMPAÑANTE,PASAJEROS,0,79,1.0,9,CALLE,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.50751833,-34.62073702,PASAJEROS,PASAJEROS,Anciano
2018-0139,2018-12-22,2018,12,22,PASAJERO_ACOMPAÑANTE,MOTO,1,28,1.0,6,CALLE,7,Flores y Parque Chacabuco.,-58.44682986,-34.63888084,MOTO,MOTO,Joven Adulto
2018-0140,2018-12-22,2018,12,22,CONDUCTOR,AUTO,1,78,1.0,8,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36004650,-34.61381341,AUTO,AUTO,Anciano
2018-0141,2018-12-22,2018,12,22,PEATON,PEATON,1,75,1.0,17,AVENIDA,5,Almagro y Boedo.,-58.41509546,-34.62085945,PEATON,MOTO,Anciano
2018-0142,2018-12-25,2018,12,25,PASAJERO_ACOMPAÑANTE,CARGAS,1,32,1.0,13,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.50997604,-34.57251072,CARGAS,PASAJEROS,Joven Adulto
2018-0143,2018-12-29,2018,12,29,CONDUCTOR,MOTO,1,22,1.0,5,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.48606475,-34.64047818,MOTO,AUTO,Joven Adulto
2019-0001,2019-01-08,2019,1,8,CONDUCTOR,MOTO,1,25,1.0,8,AVENIDA,2,Recoleta.,-58.38526125,-34.57805810,MOTO,CARGAS,Joven Adulto
2019-0002,2019-01-09,2019,1,9,CONDUCTOR,AUTO,1,32,1.0,4,AVENIDA,7,Flores y Parque Chacabuco.,-58.45463662,-34.65082149,AUTO,CARGAS,Joven Adulto
2019-0003,2019-01-12,2019,1,12,CONDUCTOR,MOTO,1,23,1.0,8,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.49121672,-34.59718073,MOTO,AUTO,Joven Adulto
2019-0004,2019-01-14,2019,1,14,CONDUCTOR,AUTO,1,71,1.0,19,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.47325712,-34.65284605,AUTO,PASAJEROS,Anciano
2019-0005,2019-01-19,2019,1,19,CONDUCTOR,MOTO,1,43,1.0,12,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.52108101,-34.63382309,MOTO,CARGAS,Adulto
2019-0006,2019-01-23,2019,1,23,PEATON,PEATON,0,12,1.0,5,AVENIDA,14,Palermo.,-58.41652702,-34.55509606,PEATON,AUTO,Adolecente
2019-0007,2019-01-26,2019,1,26,CONDUCTOR,MOTO,1,35,1.0,19,CALLE,5,Almagro y Boedo.,-58.42891604,-34.61071660,MOTO,AUTO,Adulto
2019-0008,2019-01-30,2019,1,30,CONDUCTOR,MOTO,1,42,1.0,22,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47802293,-34.69156793,MOTO,MULTIPLE,Adulto
2019-0009,2019-01-31,2019,1,31,CONDUCTOR,MOTO,1,34,1.0,14,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37564821,-34.62200207,MOTO,AUTO,Joven Adulto
2019-0010,2019-02-02,2019,2,2,PEATON,PEATON,1,42,2.0,7,AVENIDA,14,Palermo.,-58.42668489,-34.56961468,PEATON,AUTO,Adulto
2019-0010,2019-02-02,2019,2,2,PEATON,PEATON,1,59,2.0,7,AVENIDA,14,Palermo.,-58.42668489,-34.56961468,PEATON,AUTO,Adulto Mayor
2019-0011,2019-02-10,2019,2,10,PEATON,PEATON,1,42,1.0,1,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51839930,-34.66252488,PEATON,AUTO,Adulto
2019-0012,2019-02-17,2019,2,17,CONDUCTOR,MOTO,1,31,1.0,3,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.48432691,-34.67665828,MOTO,AUTO,Joven Adulto
2019-0013,2019-02-20,2019,2,20,PEATON,PEATON,1,39,1.0,7,CALLE,7,Flores y Parque Chacabuco.,-58.43383830,-34.64457699,PEATON,AUTO,Adulto
2019-0014,2019-02-20,2019,2,20,CONDUCTOR,MOTO,1,69,1.0,17,CALLE,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.51664939,-34.58657938,MOTO,OBJETO FIJO,Anciano
2019-0015,2019-02-23,2019,2,23,CONDUCTOR,AUTO,1,21,1.0,6,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.49613012,-34.59703502,AUTO,OBJETO FIJO,Joven Adulto
2019-0016,2019-02-24,2019,2,24,CONDUCTOR,MOTO,1,40,1.0,2,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38313603,-34.63356284,MOTO,PASAJEROS,Adulto
2019-0017,2019-03-03,2019,3,3,CONDUCTOR,AUTO,1,22,1.0,7,CALLE,3,Balvanera y San Cristóbal.,-58.39914719,-34.61632317,AUTO,PASAJEROS,Joven Adulto
2019-0018,2019-03-03,2019,3,3,PEATON,PEATON,0,29,1.0,23,AUTOPISTA,13,"Núñez, Belgrano y Colegiales.",-58.44927253,-34.54048625,PEATON,AUTO,Joven Adulto
2019-0019,2019-03-06,2019,3,6,CONDUCTOR,MOTO,1,42,1.0,12,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.45049163,-34.55374003,MOTO,AUTO,Adulto
2019-0020,2019-03-07,2019,3,7,CONDUCTOR,MOTO,1,43,1.0,21,AVENIDA,5,Almagro y Boedo.,-58.41288952,-34.63572989,MOTO,AUTO,Adulto
2019-0021,2019-03-15,2019,3,15,CONDUCTOR,MOTO,1,23,1.0,22,AVENIDA,7,Flores y Parque Chacabuco.,-58.45743597,-34.62561234,MOTO,AUTO,Joven Adulto
2019-0022,2019-03-15,2019,3,15,PASAJERO_ACOMPAÑANTE,AUTO,1,42,1.0,0,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.39123782,-34.62352245,AUTO,AUTO,Adulto
2019-0023,2019-03-16,2019,3,16,CONDUCTOR,AUTO,1,34,1.0,8,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52922765,-34.63637963,AUTO,OBJETO FIJO,Joven Adulto
2019-0024,2019-03-19,2019,3,19,CONDUCTOR,MOTO,1,32,1.0,7,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37208118,-34.58541957,MOTO,CARGAS,Joven Adulto
2019-0025,2019-03-22,2019,3,22,PEATON,PEATON,1,27,1.0,13,CALLE,5,Almagro y Boedo.,-58.41458534,-34.60937557,PEATON,AUTO,Joven Adulto
2019-0026,2019-03-28,2019,3,28,PEATON,PEATON,1,42,1.0,7,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47976785,-34.69153196,PEATON,PASAJEROS,Adulto
2019-0027,2019-03-28,2019,3,28,CICLISTA,BICICLETA,1,37,1.0,11,AVENIDA,2,Recoleta.,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,Adulto
2019-0028,2019-04-06,2019,4,6,PEATON,PEATON,0,42,1.0,9,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.46051346,-34.60588536,PEATON,PASAJEROS,Adulto
2019-0029,2019-04-07,2019,4,7,CONDUCTOR,MOTO,1,27,1.0,10,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47976785,-34.69153196,MOTO,OBJETO FIJO,Joven Adulto
2019-0030,2019-04-09,2019,4,9,CONDUCTOR,MOTO,1,25,1.0,16,CALLE,7,Flores y Parque Chacabuco.,-58.45457546,-34.62447891,MOTO,CARGAS,Joven Adulto
2019-0031,2019-04-12,2019,4,12,CICLISTA,BICICLETA,1,20,1.0,19,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36951669,-34.59832047,BICICLETA,CARGAS,Joven Adulto
2019-0032,2019-04-16,2019,4,16,PEATON,PEATON,0,83,1.0,11,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.46415322,-34.60443790,PEATON,AUTO,Anciano
2019-0033,2019-04-18,2019,4,18,CONDUCTOR,MOTO,1,25,1.0,1,AUTOPISTA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36607137,-34.62150748,MOTO,AUTO,Joven Adulto
2019-0034,2019-04-21,2019,4,21,CONDUCTOR,MOTO,1,42,1.0,9,AVENIDA,7,Flores y Parque Chacabuco.,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,Adulto
2019-0035,2019-04-23,2019,4,23,PEATON,PEATON,0,75,1.0,14,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37942637,-34.60053054,PEATON,BICICLETA,Anciano
2019-0036,2019-04-26,2019,4,26,CONDUCTOR,MOTO,1,34,1.0,22,CALLE,6,Caballito.,-58.43680440,-34.62147504,MOTO,AUTO,Joven Adulto
2019-0037,2019-05-01,2019,5,1,CONDUCTOR,MOTO,1,17,1.0,23,AVENIDA,3,Balvanera y San Cristóbal.,-58.40778291,-34.61971907,MOTO,AUTO,Adolecente
2019-0038,2019-05-04,2019,5,4,PEATON,PEATON,0,42,1.0,14,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.45212523,-34.54628513,PEATON,MOTO,Adulto
2019-0105,2019-05-05,2019,5,5,PEATON,PEATON,0,82,1.0,11,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.50512382,-34.61520391,PEATON,AUTO,Anciano
2019-0039,2019-05-09,2019,5,9,CONDUCTOR,MOTO,1,28,1.0,3,AVENIDA,7,Flores y Parque Chacabuco.,-58.46749188,-34.63551751,MOTO,AUTO,Joven Adulto
2019-0040,2019-05-09,2019,5,9,CONDUCTOR,MOTO,1,44,1.0,12,CALLE,7,Flores y Parque Chacabuco.,-58.44263580,-34.63679732,MOTO,AUTO,Adulto
2019-0041,2019-05-11,2019,5,11,PASAJERO_ACOMPAÑANTE,AUTO,0,78,1.0,20,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51140289,-34.65846419,AUTO,MULTIPLE,Anciano
2019-0042,2019-05-14,2019,5,14,PEATON,PEATON,1,39,1.0,15,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38211431,-34.62465368,PEATON,PASAJEROS,Adulto
2019-0043,2019-05-21,2019,5,21,CICLISTA,BICICLETA,0,42,1.0,9,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36951669,-34.59832047,BICICLETA,CARGAS,Adulto
2019-0044,2019-05-27,2019,5,27,PEATON,PEATON,0,77,1.0,12,AVENIDA,5,Almagro y Boedo.,-58.41635217,-34.62036547,PEATON,MOTO,Anciano
2019-0045,2019-06-03,2019,6,3,CONDUCTOR,MOTO,1,33,1.0,7,AVENIDA,14,Palermo.,-58.41316147,-34.57579669,MOTO,CARGAS,Joven Adulto
2019-0046,2019-06-04,2019,6,4,PASAJERO_ACOMPAÑANTE,MOTO,0,26,1.0,9,GRAL PAZ,13,"Núñez, Belgrano y Colegiales.",-58.47617802,-34.53825652,MOTO,AUTO,Joven Adulto
2019-0047,2019-06-06,2019,6,6,PEATON,PEATON,1,76,1.0,10,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38641783,-34.63330028,PEATON,CARGAS,Anciano
2019-0048,2019-06-07,2019,6,7,CONDUCTOR,MOTO,1,32,1.0,7,AVENIDA,6,Caballito.,-58.45322169,-34.62038137,MOTO,CARGAS,Joven Adulto
2019-0049,2019-06-08,2019,6,8,PEATON,PEATON,0,72,1.0,9,CALLE,13,"Núñez, Belgrano y Colegiales.",-58.45849057,-34.56166498,PEATON,CARGAS,Anciano
2019-0050,2019-06-08,2019,6,8,CONDUCTOR,MOTO,1,21,1.0,23,AVENIDA,14,Palermo.,-58.41829559,-34.59411677,MOTO,CARGAS,Joven Adulto
2019-0051,2019-06-11,2019,6,11,CONDUCTOR,MOTO,1,41,1.0,10,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.36376488,-34.63832093,MOTO,AUTO,Adulto
2019-0053,2019-06-14,2019,6,14,PASAJERO_ACOMPAÑANTE,AUTO,1,49,1.0,17,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.46442668,-34.66004784,AUTO,AUTO,Adulto
2019-0054,2019-06-20,2019,6,20,CONDUCTOR,MOTO,1,21,1.0,3,CALLE,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.48222035,-34.58428769,MOTO,OBJETO FIJO,Joven Adulto
2019-0055,2019-06-20,2019,6,20,CONDUCTOR,MOTO,1,47,1.0,19,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36819005,-34.60283208,MOTO,PASAJEROS,Adulto
2019-0056,2019-06-29,2019,6,29,PEATON,PEATON,0,75,1.0,17,AVENIDA,7,Flores y Parque Chacabuco.,-58.45877601,-34.62330939,PEATON,AUTO,Anciano
2019-0057,2019-07-05,2019,7,5,PEATON,PEATON,0,63,1.0,19,CALLE,13,"Núñez, Belgrano y Colegiales.",-58.44196498,-34.55760517,PEATON,AUTO,Adulto Mayor
